# The open device fingerprint database.
#
# Every line maps something observable on the wire to something we can conclude
# about the device that emitted it. This file is plain data on purpose: the
# person who knows that a Zebra label printer announces itself a particular way
# is rarely a Go programmer, and requiring a code change to record that fact is
# the reason no open dataset of this kind exists today.
#
# format: table<TAB>match<TAB>conclusion<TAB>weight<TAB>spec
#
#   table       which signal this rule applies to (see the sections below)
#   match       a lowercase substring; the rule fires if the observed value contains it
#   conclusion  os=... | class=... | vendor=...
#   weight      0..1, how much this observation is worth ON ITS OWN
#   spec        specificity. 1 is normal. Use 2 for a conclusion that refines a
#               vaguer one ("Windows 7" over "Windows") so the precise answer
#               wins even against a higher-weighted generic signal.
#
# Weights, roughly:
#   0.9  the device effectively announced what it is
#   0.7  a strong, rarely-wrong indicator
#   0.5  a good indicator with known false positives
#   0.3  suggestive only, meant to combine with others
#
# Keep weights honest. Several weak signals combine as noisy-OR, so a signal
# scored as proof when it is merely suggestive does not just mislead on its own
# line — it drags every device sharing that signal toward false certainty.
#
# PROVENANCE RULE, and it is not optional:
# Entries must be derived from your own observations, vendor documentation, or
# other public-domain sources. Do NOT copy rows out of Fingerbank. Their data is
# licensed ODbL, which is share-alike: anything derived from it must also be
# ODbL, and that would silently destroy the CC0 licence this file carries.

# ---------------------------------------------------------------------------
# vendor_class: hardware vendor (usually from the MAC OUI) implies a class
# ---------------------------------------------------------------------------
vendor_class	vmware	class=vm	0.9	1
vendor_class	virtualbox	class=vm	0.9	1
vendor_class	qemu	class=vm	0.9	1
vendor_class	hyper-v	class=vm	0.9	1
vendor_class	xen	class=vm	0.85	1
vendor_class	parallels	class=vm	0.85	1
vendor_class	docker	class=vm	0.85	1
vendor_class	brother	class=printer	0.7	1
vendor_class	seiko epson	class=printer	0.7	1
vendor_class	lexmark	class=printer	0.8	1
vendor_class	zebra tech	class=printer	0.8	1
vendor_class	kyocera	class=printer	0.7	1
vendor_class	ricoh	class=printer	0.7	1
vendor_class	oki electric	class=printer	0.6	1
vendor_class	polycom	class=phone	0.7	1
vendor_class	yealink	class=phone	0.85	1
vendor_class	grandstream	class=phone	0.8	1
vendor_class	snom	class=phone	0.8	1
vendor_class	axis communication	class=camera	0.8	1
vendor_class	hangzhou hikvision	class=camera	0.9	1
vendor_class	dahua	class=camera	0.9	1
vendor_class	mobotix	class=camera	0.85	1
vendor_class	ubiquiti	class=network	0.7	1
vendor_class	mikrotik	class=network	0.8	1
vendor_class	netgear	class=network	0.6	1
vendor_class	tp-link	class=network	0.6	1
vendor_class	juniper	class=network	0.8	1
vendor_class	arista	class=network	0.8	1
vendor_class	ruckus	class=network	0.7	1
vendor_class	aruba	class=network	0.7	1
vendor_class	synology	class=nas	0.9	1
vendor_class	qnap	class=nas	0.9	1
vendor_class	raspberry pi	class=iot	0.3	1
vendor_class	espressif	class=iot	0.85	1
vendor_class	tuya	class=iot	0.85	1
